,reason_1,reason_2,reason_3,reason_4,month_value,transportation_expense,age,body_mass_index,education,children,pets,excessive_absenteeism
534,1,0,0,0,11,330,28,25,1,0,0,1
535,0,0,0,1,11,179,38,31,0,0,0,0
536,1,0,0,0,11,118,37,28,0,0,0,1
537,0,0,0,1,11,289,33,30,0,2,1,1
538,1,0,0,0,11,235,32,25,1,0,0,1
539,0,0,0,1,11,225,28,24,0,1,2,1
540,0,0,0,1,11,361,28,27,0,1,4,1
541,0,0,0,1,11,291,40,25,0,1,1,0
542,1,0,0,0,11,118,37,28,0,0,0,0
543,1,0,0,0,11,225,28,24,0,1,2,0
544,0,0,0,1,11,179,38,31,0,0,0,0
545,0,0,0,1,11,118,37,28,0,0,0,1
546,1,0,0,0,11,118,37,28,0,0,0,1
547,0,0,0,1,11,225,28,24,0,1,2,0
548,0,0,0,0,11,291,40,25,0,1,1,0
549,0,0,0,0,11,289,33,30,0,2,1,0
550,1,0,0,0,11,248,47,32,0,2,1,1
551,0,0,0,0,11,235,43,38,0,1,0,0
552,0,0,0,1,11,225,28,24,0,1,2,0
553,0,0,0,1,11,369,31,25,0,3,0,1
554,0,0,0,1,11,361,28,27,0,1,4,0
555,1,0,0,0,12,179,38,31,0,0,0,1
556,0,0,0,1,12,291,40,25,0,1,1,0
557,0,0,0,1,12,225,28,24,0,1,2,0
558,1,0,0,0,12,179,30,19,1,0,0,0
559,0,0,0,1,12,225,28,24,0,1,2,0
560,0,0,0,1,12,225,28,24,0,1,2,0
561,1,0,0,0,12,361,28,27,0,1,4,1
562,0,0,1,0,12,179,40,22,1,2,0,0
563,0,0,0,1,12,235,43,38,0,1,0,1
564,0,0,1,0,12,233,31,21,1,1,8,1
565,1,0,0,0,12,179,30,19,1,0,0,1
566,0,0,0,1,12,225,28,24,0,1,2,0
567,0,0,0,1,12,225,28,24,0,1,2,0
568,0,0,0,1,12,225,28,24,0,1,2,0
569,0,0,1,0,12,155,34,25,0,2,0,1
570,1,0,0,0,1,179,30,19,1,0,0,1
571,1,0,0,0,1,179,30,19,1,0,0,1
572,0,0,0,1,1,179,40,22,1,2,0,0
573,0,0,0,1,1,179,40,22,1,2,0,0
574,1,0,0,0,1,179,30,19,1,0,0,0
575,0,0,0,1,1,179,40,22,1,2,0,0
576,1,0,0,0,1,289,49,36,0,0,2,1
577,0,0,1,0,1,179,40,22,1,2,0,0
578,0,0,0,1,1,179,30,19,1,0,0,0
579,0,0,1,0,1,155,34,25,0,2,0,1
580,0,0,0,1,1,179,30,19,1,0,0,0
581,0,0,0,1,1,179,38,31,0,0,0,0
582,1,0,0,0,1,289,33,30,0,2,1,1
583,0,0,0,1,1,179,38,31,0,0,0,0
584,0,0,0,1,1,179,38,31,0,0,0,0
585,1,0,0,0,2,179,38,31,0,0,0,1
586,0,0,0,1,2,225,28,24,0,1,2,0
587,1,0,0,0,2,248,47,32,0,2,1,1
588,0,0,0,1,2,179,38,31,0,0,0,0
589,0,0,0,1,2,225,28,24,0,1,2,0
590,0,0,0,1,2,179,38,31,0,0,0,0
591,0,0,0,1,2,179,30,19,1,0,0,0
592,0,0,0,1,2,225,41,28,1,2,2,0
593,0,0,0,1,2,179,38,31,0,0,0,0
594,0,0,1,0,2,233,31,21,1,1,8,0
595,0,0,0,1,2,179,38,31,0,0,0,0
596,1,0,0,0,2,225,28,24,0,1,2,1
597,0,0,0,1,2,179,38,31,0,0,0,0
598,0,0,0,1,2,179,38,31,0,0,0,0
599,0,0,0,1,2,225,28,24,0,1,2,0
600,1,0,0,0,2,179,30,19,1,0,0,0
601,0,0,0,1,2,179,40,22,1,2,0,0
602,0,0,0,1,2,179,38,31,0,0,0,0
603,1,0,0,0,2,233,31,21,1,1,8,0
604,0,0,0,1,2,179,30,19,1,0,0,0
605,0,0,0,1,2,179,38,31,0,0,0,0
606,1,0,0,0,2,179,38,31,0,0,0,1
607,0,0,0,1,2,179,38,31,0,0,0,0
608,0,0,0,1,2,155,34,25,0,2,0,1
609,0,0,0,1,2,235,32,25,1,0,0,0
610,0,0,0,1,2,179,38,31,0,0,0,0
611,1,0,0,0,2,225,28,24,0,1,2,0
612,0,0,0,1,2,179,38,31,0,0,0,0
613,0,0,0,1,2,248,47,32,0,2,1,0
614,0,0,0,1,2,225,28,24,0,1,2,0
615,0,0,0,1,2,179,38,31,0,0,0,0
616,0,0,0,1,2,179,38,31,0,0,0,0
617,0,0,0,1,2,235,32,25,1,0,0,0
618,0,0,0,1,3,179,38,31,0,0,0,0
619,0,0,0,1,3,248,47,32,0,2,1,0
620,0,0,0,1,3,228,58,22,0,2,1,0
621,0,0,0,1,3,248,47,32,0,2,1,0
622,1,0,0,0,3,228,58,22,0,2,1,1
623,0,0,0,1,3,179,38,31,0,0,0,0
624,0,0,0,1,3,225,28,24,0,1,2,0
625,0,0,0,1,3,179,38,31,0,0,0,0
626,0,0,0,1,3,225,28,24,0,1,2,0
627,0,0,0,1,3,179,30,19,1,0,0,0
628,0,0,0,1,3,235,32,25,1,0,0,0
629,0,0,1,0,3,361,28,27,0,1,4,1
630,1,0,0,0,3,179,38,31,0,0,0,1
631,0,0,0,1,3,179,38,31,0,0,0,0
632,0,0,0,1,3,179,38,31,0,0,0,0
633,0,0,0,1,3,179,30,19,1,0,0,0
634,1,0,0,0,3,179,38,31,0,0,0,1
635,1,0,0,0,3,248,47,32,0,2,1,0
636,0,0,0,1,3,179,38,31,0,0,0,0
637,1,0,0,0,3,225,28,24,0,1,2,1
638,0,0,0,1,3,179,38,31,0,0,0,0
639,0,0,0,1,3,289,33,30,0,2,1,1
640,0,0,0,1,3,228,58,22,0,2,1,0
641,0,0,0,1,3,179,38,31,0,0,0,0
642,0,0,0,1,3,248,47,32,0,2,1,0
643,0,0,0,1,3,179,38,31,0,0,0,0
644,0,0,0,1,3,179,30,19,1,0,0,0
645,0,0,0,1,3,179,38,31,0,0,0,0
646,0,0,0,1,3,179,38,31,0,0,0,0
647,0,0,0,1,3,118,46,25,0,2,0,1
648,1,0,0,0,3,155,34,25,0,2,0,1
649,0,0,0,1,3,179,38,31,0,0,0,0
650,0,0,0,1,3,179,38,31,0,0,0,0
651,1,0,0,0,3,179,30,19,1,0,0,0
652,0,0,1,0,3,289,33,30,0,2,1,1
653,0,0,0,1,3,369,31,25,0,3,0,1
654,1,0,0,0,4,225,28,24,0,1,2,1
655,1,0,0,0,4,118,37,28,0,0,0,1
656,0,0,1,0,4,361,28,27,0,1,4,1
657,0,0,1,0,4,248,47,32,0,2,1,1
658,1,0,0,0,4,189,33,25,0,2,2,1
659,0,0,0,1,4,179,30,19,1,0,0,0
660,1,0,0,0,4,369,31,25,0,3,0,1
661,0,1,0,0,4,179,40,22,1,2,0,0
662,0,0,0,1,4,118,50,31,0,1,0,0
663,0,0,0,1,4,361,28,27,0,1,4,0
664,1,0,0,0,4,118,37,28,0,0,0,0
665,0,0,0,1,4,235,37,29,1,1,1,1
666,0,0,0,1,4,179,30,19,1,0,0,0
667,0,0,1,0,4,225,28,24,0,1,2,1
668,0,1,0,0,4,235,32,25,1,0,0,0
669,0,0,0,1,4,179,30,19,1,0,0,0
670,0,0,0,1,4,155,34,25,0,2,0,1
671,0,0,1,0,4,225,28,24,0,1,2,1
672,1,0,0,0,4,118,50,31,0,1,0,0
673,0,0,0,1,4,179,30,19,1,0,0,0
674,0,0,0,1,5,235,37,29,1,1,1,1
675,0,0,1,0,5,225,41,28,1,2,2,0
676,0,0,0,1,5,235,32,25,1,0,0,0
677,1,0,0,0,5,118,37,28,0,0,0,0
678,0,0,0,1,5,235,43,38,0,1,0,1
679,1,0,0,0,5,179,30,19,1,0,0,0
680,0,0,0,1,5,291,40,25,0,1,1,0
681,1,0,0,0,5,225,41,28,1,2,2,1
682,0,0,1,0,5,300,43,25,0,2,1,1
683,0,0,0,1,5,225,41,28,1,2,2,1
684,0,0,0,1,5,179,30,19,1,0,0,0
685,0,0,0,1,5,118,50,31,0,1,0,0
686,1,0,0,0,5,118,50,31,0,1,0,0
687,0,0,0,1,5,118,37,28,0,0,0,0
688,0,0,0,0,5,118,50,31,0,1,0,0
689,0,0,0,1,5,179,30,19,1,0,0,0
690,0,0,0,0,5,378,36,21,0,2,4,0
691,0,1,0,0,5,179,40,22,1,2,0,0
692,1,0,0,0,5,155,34,25,0,2,0,1
693,1,0,0,0,5,235,32,25,1,0,0,1
694,0,0,0,1,5,291,40,25,0,1,1,1
695,1,0,0,0,5,179,40,22,1,2,0,1
696,1,0,0,0,5,225,28,24,0,1,2,0
697,1,0,0,0,5,330,28,25,1,0,0,1
698,0,0,0,1,5,235,32,25,1,0,0,0
699,0,0,0,1,5,291,40,25,0,1,1,0
